T_feed_K,P_feed_Pa,xF_benzene,N_stages,feed_stage,reflux_ratio,bottoms_flow_mols,xD_benzene,xB_toluene,QC_kW,QR_kW
345.0,101325.0,0.3874,16,10,1.508,38.4,0.627799,0.998238,4.9839,5.3896
360.9,101325.0,0.7691,12,5,1.624,66.2,0.989883,0.343626,2.6941,0.5415
349.8,101325.0,0.2849,14,8,3.3,68.3,0.864251,0.983984,4.2434,4.6588
373.5,101325.0,0.7515,14,8,2.219,38.8,0.994538,0.631848,5.9782,2.7169
363.0,101325.0,0.3325,11,5,2.191,64.3,0.802322,0.928349,3.584,3.747
372.4,101325.0,0.5465,16,9,3.175,65.7,0.985012,0.682433,4.3544,1.0988
348.1,101325.0,0.3802,13,8,2.306,50.5,0.754042,0.986237,5.1878,5.5637
384.4,101325.0,0.2214,13,4,2.995,35.9,0.343916,0.997355,8.4849,5.0942
367.3,101325.0,0.2969,17,10,2.585,30.6,0.427741,0.999844,8.1941,8.2833
364.4,101325.0,0.2155,11,5,1.628,50.5,0.413367,0.978448,4.2892,4.4782
357.7,101325.0,0.7784,11,3,3.314,38.1,0.998589,0.579336,8.0963,8.1132
350.2,101325.0,0.6154,11,3,3.306,69.8,0.996965,0.54969,3.9441,4.1337
371.5,101325.0,0.4053,16,5,2.26,53.4,0.850604,0.983292,4.7406,3.1679
370.4,101325.0,0.6274,12,7,2.187,45.8,0.976046,0.785194,5.2624,2.0434
364.9,101325.0,0.6697,17,8,3.335,58.7,0.996867,0.560487,5.4302,2.9626
364.6,101325.0,0.5982,12,7,2.674,64.1,0.993379,0.623124,4.0035,2.7878
343.6,101325.0,0.2692,18,10,2.188,60.7,0.681869,0.997979,4.0133,4.524
371.9,101325.0,0.4659,15,8,2.574,52.8,0.924959,0.944463,5.1925,2.4362
379.3,101325.0,0.3388,19,11,3.95,61.3,0.859839,0.990132,5.9682,2.6719
374.4,101325.0,0.7079,11,6,3.778,40.0,0.997091,0.725902,8.6947,5.428
351.5,101325.0,0.5062,19,10,2.654,32.7,0.752107,0.999898,7.7981,8.0469
356.9,101325.0,0.4076,14,8,3.161,60.8,0.981611,0.962532,4.9634,5.205
368.3,101325.0,0.7244,18,9,2.36,48.2,0.993824,0.565146,5.2824,2.0735
356.8,101325.0,0.544,13,6,3.252,32.2,0.79963,0.994249,9.0737,9.2261
356.5,101325.0,0.4495,10,3,3.866,65.3,0.985278,0.835227,5.134,5.3369
382.7,101325.0,0.4582,11,6,1.658,52.7,0.751635,0.805168,3.987,0.6063
375.0,101325.0,0.6021,11,5,1.557,58.5,0.897964,0.607787,3.2832,0.0116
360.4,101325.0,0.7274,17,6,2.708,52.1,0.997671,0.521083,5.3861,4.3257
374.7,101325.0,0.5308,14,8,1.614,46.8,0.838355,0.818815,4.3488,1.0716
361.1,101325.0,0.4247,17,11,3.815,52.2,0.887516,0.999084,7.1348,7.2993
377.9,101325.0,0.6836,15,10,2.619,60.3,0.991895,0.519373,4.3624,1.0374
345.1,101325.0,0.4836,19,9,2.376,59.0,0.99061,0.868701,4.2039,4.5699
356.6,101325.0,0.315,20,11,2.305,67.2,0.9258,0.983138,3.3362,3.6316
378.9,101325.0,0.4953,17,9,2.381,43.2,0.864093,0.989583,5.9785,2.6766
348.4,101325.0,0.5544,19,12,3.155,53.5,0.996976,0.830247,5.8599,6.1357
362.1,101325.0,0.5521,12,3,3.95,53.2,0.996485,0.838845,7.0269,7.097
380.6,101325.0,0.7399,14,4,3.873,59.8,0.998131,0.433693,5.9399,2.5851
348.9,101325.0,0.2058,12,6,3.691,38.6,0.333263,0.996952,9.5496,9.9916
363.4,101325.0,0.5948,18,6,1.941,58.6,0.98876,0.683525,3.6994,3.1711
346.2,101325.0,0.3554,15,5,3.271,30.3,0.509641,0.999404,9.7317,10.1257
355.8,101325.0,0.7634,16,6,2.776,59.6,0.998426,0.395913,4.6254,4.6662
377.1,101325.0,0.4225,10,5,1.946,33.8,0.609051,0.942873,6.306,2.9961
341.6,101325.0,0.7644,17,6,3.361,58.4,0.998959,0.402683,5.5,5.7443
370.4,101325.0,0.5634,15,8,1.903,56.3,0.917964,0.711816,3.9102,0.6783
380.6,101325.0,0.4737,15,6,1.806,32.9,0.701889,0.991693,6.0145,2.6721
344.8,101325.0,0.625,11,4,1.878,36.3,0.934442,0.918008,5.6325,5.9296
380.8,101325.0,0.5059,13,7,2.796,63.4,0.957317,0.754699,4.249,0.899
352.6,101325.0,0.6368,17,9,2.03,68.8,0.993253,0.524847,2.8696,3.0128
384.4,101325.0,0.5315,15,8,3.251,48.0,0.983019,0.957699,6.7245,3.3639
360.3,101325.0,0.6101,13,4,1.758,43.0,0.983599,0.885039,4.7817,4.8575
382.4,101325.0,0.7183,17,7,3.909,61.5,0.997813,0.456679,5.7312,2.354
375.5,101325.0,0.3927,15,6,2.892,41.2,0.665483,0.996609,7.3469,4.0729
368.2,101325.0,0.7916,17,11,1.821,54.3,0.991509,0.376647,3.9147,0.7028
350.2,101325.0,0.2217,17,6,1.603,43.0,0.38856,0.999486,4.9013,5.3158
350.9,101325.0,0.2967,19,5,2.768,45.4,0.543314,0.999888,6.7022,7.0677
351.8,101325.0,0.5567,18,6,2.712,48.1,0.995854,0.917076,5.8445,6.081
367.2,101325.0,0.6218,18,8,1.938,42.1,0.974656,0.863481,5.1839,2.4013
360.2,101325.0,0.6643,10,5,2.096,30.5,0.909758,0.89502,6.6425,6.6854
368.0,101325.0,0.3342,12,4,2.828,39.4,0.546275,0.991986,7.5548,7.6214
371.0,101325.0,0.3247,15,7,3.932,53.4,0.694759,0.998234,7.3491,7.281
346.5,101325.0,0.318,18,6,2.026,46.8,0.597301,0.999494,5.2126,5.6381
348.5,101325.0,0.3973,20,10,3.906,69.6,0.995008,0.863739,4.5254,4.883
366.2,101325.0,0.5733,18,6,1.847,45.2,0.975602,0.914447,4.7535,3.1754
366.6,101325.0,0.5176,10,4,1.813,32.3,0.730565,0.928768,6.0584,5.1034
341.1,101325.0,0.3284,10,3,2.182,55.8,0.666264,0.939226,4.5147,5.015
366.8,101325.0,0.4168,10,4,2.613,60.3,0.890207,0.894876,4.4442,4.5039
358.4,101325.0,0.4841,16,8,3.325,34.8,0.742156,0.999382,8.9555,9.1102
362.7,101325.0,0.6306,13,6,3.801,37.4,0.991055,0.972615,9.127,8.4364
340.9,101325.0,0.6171,16,7,2.44,56.5,0.995853,0.674505,4.5396,4.8767
364.0,101325.0,0.3833,17,7,1.814,60.7,0.91735,0.962472,3.4091,3.5451
349.8,101325.0,0.5561,16,8,2.823,65.9,0.995378,0.671204,3.9553,4.1885
372.6,101325.0,0.5971,11,3,2.079,41.0,0.92468,0.874293,5.592,2.3525
353.5,101325.0,0.4013,15,7,2.325,32.6,0.594789,0.998734,7.2586,7.52
351.8,101325.0,0.5361,10,4,3.522,30.1,0.750666,0.962177,10.0255,10.2481
344.6,101325.0,0.348,17,6,1.827,60.5,0.860251,0.986439,3.4787,3.9382
376.1,101325.0,0.3303,12,6,1.731,61.2,0.604099,0.843286,3.4283,0.3006
366.1,101325.0,0.6125,16,10,3.348,38.1,0.986443,0.994917,8.1815,6.0696
353.6,101325.0,0.7995,14,6,3.121,38.9,0.999155,0.514096,7.6332,7.6984
349.0,101325.0,0.2268,12,5,1.962,48.7,0.432317,0.989688,5.0025,5.4353
357.7,101325.0,0.7865,19,7,2.316,62.7,0.997898,0.33926,3.7506,3.5787
374.5,101325.0,0.5685,17,5,1.943,35.0,0.870569,0.992474,5.9484,2.695
357.4,101325.0,0.5775,13,3,2.974,47.4,0.995083,0.885929,6.3425,6.4793
362.6,101325.0,0.445,15,8,3.703,57.9,0.994264,0.954426,6.0087,6.1413
371.4,101325.0,0.275,18,5,1.742,64.3,0.742821,0.984739,3.1085,3.1714
363.7,101325.0,0.3295,10,6,3.405,64.0,0.805311,0.938141,4.9866,5.142
348.6,101325.0,0.6911,13,5,1.531,57.3,0.990958,0.532354,3.2821,3.4629
348.3,101325.0,0.7262,15,4,1.919,48.7,0.996096,0.558105,4.5426,4.7155
385.0,101325.0,0.248,17,6,3.662,30.5,0.356788,0.999893,10.7268,7.3236
353.1,101325.0,0.4798,19,7,2.415,55.5,0.990685,0.929818,4.6154,4.873
384.9,101325.0,0.2587,12,8,4.0,39.3,0.4232,0.995375,9.9993,6.6016
363.5,101325.0,0.4049,17,6,1.696,45.3,0.738446,0.997855,4.686,4.8061
380.0,101325.0,0.5792,11,6,1.842,44.6,0.902067,0.82185,4.8676,1.5329
379.4,101325.0,0.5288,11,5,2.245,52.7,0.916208,0.818914,4.7325,1.4056
341.8,101325.0,0.3369,15,8,2.997,61.8,0.868981,0.991982,4.7492,5.2601
379.9,101325.0,0.6142,10,3,2.64,35.2,0.897095,0.90658,7.299,3.9734
352.1,101325.0,0.5713,17,10,1.62,61.4,0.982879,0.687444,3.0766,3.2699
372.8,101325.0,0.4291,14,6,3.291,51.6,0.871032,0.985414,6.4575,3.7935
364.3,101325.0,0.6627,15,5,3.926,51.1,0.998249,0.658402,7.3039,5.2362
344.7,101325.0,0.5294,20,12,1.996,58.7,0.988428,0.79358,3.7597,4.0969
363.4,101325.0,0.7544,18,11,2.828,32.1,0.997822,0.760507,7.8819,4.7858
343.5,101325.0,0.314,14,6,2.476,64.4,0.843738,0.97883,3.8662,4.3598
347.6,101325.0,0.5796,19,9,2.826,37.0,0.919883,0.999783,7.4266,7.7158
360.0,101325.0,0.6035,11,7,2.424,44.0,0.981138,0.877089,5.8353,5.9174
360.8,101325.0,0.7368,13,6,2.388,50.0,0.996721,0.52312,5.1381,3.6502
341.7,101325.0,0.2028,13,6,2.801,57.8,0.472783,0.994315,5.2622,5.831
363.7,101325.0,0.3866,13,7,2.647,33.7,0.580934,0.995724,7.8443,7.9522
346.2,101325.0,0.5623,17,11,3.64,50.3,0.99792,0.868107,6.9929,7.3029
343.3,101325.0,0.4652,16,6,3.798,63.8,0.996502,0.836256,5.2684,5.6657
371.7,101325.0,0.3152,10,3,3.53,66.3,0.809417,0.936007,4.7973,4.5556
359.6,101325.0,0.7993,18,9,2.942,69.8,0.998055,0.286694,3.6099,1.6209
356.2,101325.0,0.5072,19,8,2.384,57.1,0.991617,0.856744,4.4082,4.5923
351.4,101325.0,0.6249,12,4,1.761,57.9,0.989481,0.640192,3.5312,3.7072
353.7,101325.0,0.5618,14,7,1.556,36.4,0.875271,0.985905,5.0506,5.2503
352.1,101325.0,0.2386,17,7,1.971,53.9,0.516079,0.998724,4.4745,4.8579
348.2,101325.0,0.4826,17,7,1.563,41.7,0.825945,0.997415,4.6826,5.0056
347.3,101325.0,0.5387,13,4,1.674,42.7,0.913632,0.964411,4.7265,5.0374
345.8,101325.0,0.5413,18,9,2.823,62.1,0.995377,0.735826,4.396,4.7037
383.7,101325.0,0.4357,19,8,2.751,32.4,0.644448,0.999835,8.1628,4.7793
357.9,101325.0,0.5614,18,11,3.122,34.0,0.850491,0.999773,8.4897,8.6238
358.5,101325.0,0.5186,13,4,3.091,40.2,0.861143,0.990947,7.62,7.7691
358.2,101325.0,0.3065,14,8,1.771,56.2,0.681181,0.985508,3.8882,4.1431
359.1,101325.0,0.4083,12,6,2.756,64.2,0.971111,0.905562,4.1007,4.2948
369.1,101325.0,0.4679,18,8,1.827,54.5,0.926825,0.915241,3.9578,2.5859
374.5,101325.0,0.3213,14,9,1.963,64.7,0.72697,0.900032,3.3292,1.5088
354.0,101325.0,0.4515,15,8,3.026,53.5,0.960523,0.990871,5.7217,5.9889
342.0,101325.0,0.2767,14,4,1.898,34.7,0.42269,0.99803,6.2351,6.7405
366.7,101325.0,0.5082,14,8,2.319,35.7,0.787203,0.994316,6.7305,5.884
372.5,101325.0,0.4864,19,11,3.987,64.1,0.98987,0.795572,5.4383,2.1956
362.5,101325.0,0.2185,16,7,2.485,47.6,0.416357,0.999309,6.0198,6.2402
373.9,101325.0,0.6551,13,4,1.78,37.8,0.95885,0.844719,5.2867,2.0318
345.5,101325.0,0.6844,14,5,2.129,51.5,0.996018,0.609065,4.6037,4.8382
383.5,101325.0,0.5753,15,7,2.463,49.9,0.973843,0.824843,5.288,1.9182
340.4,101325.0,0.3478,13,7,1.513,51.8,0.697315,0.977422,3.8718,4.3785
377.5,101325.0,0.7564,19,11,3.721,36.3,0.99883,0.669021,9.1173,5.8138
384.5,101325.0,0.2978,19,12,2.005,38.5,0.48366,0.999092,6.0567,2.6635
355.7,101325.0,0.4133,12,7,2.786,59.5,0.943051,0.9473,4.7029,4.9538
383.3,101325.0,0.4397,12,5,3.829,35.8,0.679898,0.991045,9.9336,6.5586
361.3,101325.0,0.7329,12,7,3.713,48.9,0.998615,0.54477,7.3018,5.5969
362.3,101325.0,0.6099,18,9,2.48,39.4,0.99539,0.983093,6.3984,6.2959
342.8,101325.0,0.5856,19,10,1.642,56.9,0.986191,0.717833,3.4617,3.7899
357.0,101325.0,0.3961,19,7,2.959,66.1,0.989625,0.908263,4.077,4.312
342.8,101325.0,0.2143,12,7,3.964,62.8,0.560705,0.990894,6.0044,6.5538
346.3,101325.0,0.6392,17,8,2.039,58.4,0.99414,0.613633,3.8367,4.0794
342.6,101325.0,0.2797,14,7,3.317,55.3,0.621391,0.996494,6.2301,6.7438
360.7,101325.0,0.761,12,3,1.698,53.5,0.99217,0.439923,3.809,1.9232
346.9,101325.0,0.3085,13,7,2.634,50.8,0.619228,0.99244,5.774,6.2009
340.7,101325.0,0.6448,11,5,2.289,38.1,0.976998,0.894867,6.2011,6.5496
341.3,101325.0,0.4579,14,7,2.46,69.8,0.988225,0.771551,3.1752,3.5947
359.8,101325.0,0.6856,13,8,1.702,50.2,0.992597,0.61895,4.085,4.1093
366.1,101325.0,0.5496,19,6,3.509,49.2,0.996869,0.912265,6.9474,5.7777
350.6,101325.0,0.6435,13,7,1.908,53.5,0.992927,0.660207,4.1048,4.2868
353.6,101325.0,0.4295,18,5,3.791,46.6,0.804087,0.999744,8.0466,8.316
344.2,101325.0,0.5784,12,7,2.148,64.4,0.991655,0.650044,3.4029,3.7066
376.9,101325.0,0.7841,14,9,3.711,65.2,0.998275,0.330214,4.9709,1.6593
350.4,101325.0,0.3467,13,5,1.978,37.1,0.547732,0.994132,6.0994,6.4387
371.3,101325.0,0.3437,10,5,2.918,38.8,0.543086,0.970794,7.8116,7.2837
371.0,101325.0,0.3441,14,8,2.798,61.0,0.854105,0.981962,4.6194,4.2579
343.9,101325.0,0.269,20,13,2.795,65.0,0.766847,0.999067,4.2024,4.7157
379.7,101325.0,0.2986,15,5,1.654,48.0,0.524592,0.946225,4.5048,1.1716
378.9,101325.0,0.6198,15,4,3.531,51.5,0.995879,0.734371,6.6666,3.3445
376.6,101325.0,0.4554,11,7,1.593,57.8,0.743993,0.755303,3.4741,0.1628
383.3,101325.0,0.3752,19,8,3.47,40.1,0.62627,0.999839,8.6393,5.2662
358.2,101325.0,0.3582,13,6,2.916,41.6,0.609825,0.995042,7.394,7.6108
355.6,101325.0,0.4267,12,7,1.913,58.1,0.908026,0.920418,3.7692,4.0065
376.8,101325.0,0.5663,19,5,3.038,68.7,0.9836,0.623823,3.8444,0.531
342.2,101325.0,0.5326,18,10,1.664,55.5,0.981211,0.827078,3.6077,3.9844
366.1,101325.0,0.547,13,8,2.19,51.5,0.98148,0.862181,4.708,3.5685
375.4,101325.0,0.3947,18,7,2.257,48.9,0.751513,0.978165,5.2782,2.0126
375.9,101325.0,0.5943,18,6,3.349,32.6,0.881575,0.999628,9.0966,5.8272
376.6,101325.0,0.3678,18,11,3.465,65.1,0.88827,0.911232,4.8299,1.5522
371.7,101325.0,0.4566,12,3,1.638,66.3,0.810917,0.723498,2.7929,0.257
376.3,101325.0,0.2776,12,6,3.635,62.4,0.697668,0.975516,5.5704,3.4164
342.0,101325.0,0.4602,13,5,3.802,41.7,0.785471,0.994554,8.8317,9.2557
384.0,101325.0,0.6332,19,10,2.067,63.5,0.966105,0.558156,3.4175,0.0176
352.5,101325.0,0.4507,11,7,1.805,59.0,0.914875,0.871863,3.5468,3.812
367.0,101325.0,0.5905,14,4,2.47,47.5,0.988716,0.849638,5.5351,3.3136
383.9,101325.0,0.4663,14,7,2.368,33.5,0.697976,0.993594,7.1585,3.776
384.8,101325.0,0.5009,11,7,1.66,31.8,0.707555,0.942303,5.7904,2.3902
368.5,101325.0,0.7937,12,4,1.662,62.5,0.989014,0.323488,3.0329,0.1843
353.0,101325.0,0.3712,13,7,3.09,33.6,0.557362,0.996691,8.8337,9.1176
347.9,101325.0,0.4256,13,5,3.408,30.6,0.611841,0.996789,9.8882,10.2221
373.3,101325.0,0.4619,18,6,1.651,35.4,0.711987,0.994469,5.4628,2.2121
346.5,101325.0,0.7251,17,5,3.955,37.0,0.999247,0.741691,9.4632,9.676
381.1,101325.0,0.2178,17,10,3.856,39.7,0.361083,0.999831,9.6914,6.3462
366.2,101325.0,0.2378,17,10,3.577,48.8,0.46422,0.999755,7.6939,7.8445
349.2,101325.0,0.3524,19,11,3.739,49.8,0.70187,0.999875,7.5995,7.9721
354.2,101325.0,0.7232,11,6,3.711,61.6,0.998649,0.448508,5.4847,5.5662
382.2,101325.0,0.4751,13,8,2.229,48.6,0.847518,0.918773,5.182,1.8288
343.3,101325.0,0.5727,16,10,1.847,43.4,0.985892,0.966222,4.899,5.2596
368.7,101325.0,0.6571,11,3,3.753,35.3,0.980015,0.934691,9.3608,6.1779
376.2,101325.0,0.6782,19,12,3.827,46.2,0.997987,0.694197,7.8747,4.5833
355.5,101325.0,0.4909,17,10,3.803,56.0,0.99713,0.906789,6.4094,6.6211
379.7,101325.0,0.469,10,4,2.01,50.4,0.795788,0.852601,4.702,1.3664
354.0,101325.0,0.5545,13,7,3.709,39.7,0.91406,0.991616,8.7587,8.9641
378.3,101325.0,0.5359,11,7,2.891,68.6,0.97241,0.663902,3.725,0.3959
342.6,101325.0,0.5602,14,7,3.162,52.2,0.996686,0.839496,6.0343,6.3942
348.5,101325.0,0.5369,11,5,3.057,64.4,0.994039,0.715804,4.3833,4.65
369.4,101325.0,0.6987,11,4,3.998,53.9,0.997796,0.557112,6.987,3.7635
352.2,101325.0,0.3179,14,5,2.503,58.1,0.744839,0.989992,4.6594,5.0092
380.3,101325.0,0.2728,13,7,2.976,41.2,0.460435,0.994989,7.6783,4.3406
354.4,101325.0,0.7805,14,5,3.259,60.7,0.998935,0.360925,5.0744,5.128
347.9,101325.0,0.2294,16,6,3.683,61.1,0.587855,0.998813,5.9051,6.3673
361.2,101325.0,0.5711,10,5,1.545,43.0,0.887628,0.848481,4.4969,4.563
364.2,101325.0,0.3728,16,8,3.832,49.7,0.740253,0.999087,7.721,7.8488
344.1,101325.0,0.2832,20,12,1.82,51.7,0.585992,0.999678,4.4162,4.9014
353.9,101325.0,0.4378,13,5,2.685,62.4,0.984751,0.891787,4.2134,4.4724
366.1,101325.0,0.2598,12,4,2.966,69.2,0.767243,0.966055,3.8645,4.0214
352.7,101325.0,0.7748,20,5,2.272,45.4,0.998055,0.493696,5.4172,5.5037
354.3,101325.0,0.4311,13,8,3.784,34.7,0.658346,0.996541,10.0385,10.2769
364.3,101325.0,0.5853,16,10,3.852,51.1,0.997917,0.80956,7.1947,6.3543
385.0,101325.0,0.4644,14,4,3.292,58.6,0.964576,0.888982,5.4262,2.0448
374.7,101325.0,0.7535,17,9,3.833,36.4,0.998892,0.675262,9.3189,6.0473
368.7,101325.0,0.2103,10,6,3.208,55.4,0.442625,0.976733,6.1734,6.2964
378.9,101325.0,0.594,15,8,2.581,58.8,0.981028,0.677182,4.49,1.1593
370.5,101325.0,0.3756,16,7,3.985,43.6,0.66551,0.99942,9.026,8.3896
356.5,101325.0,0.2798,15,4,2.534,37.7,0.448585,0.99912,7.2385,7.5166
359.4,101325.0,0.2937,12,6,2.117,43.4,0.510602,0.989171,5.7668,5.9946
383.1,101325.0,0.2556,12,6,2.703,31.8,0.372219,0.994508,8.3522,4.9732
342.5,101325.0,0.3904,14,8,2.702,52.6,0.814798,0.992037,5.5093,5.9719
375.6,101325.0,0.3907,12,5,2.699,53.2,0.773444,0.945998,5.4715,2.2012
381.5,101325.0,0.2243,18,10,1.792,45.7,0.40508,0.990499,5.002,1.6533
361.0,101325.0,0.67,19,8,3.469,32.9,0.997762,0.997794,9.0541,8.7049
358.4,101325.0,0.532,12,5,3.244,68.0,0.995395,0.686068,4.1204,4.2354
373.5,101325.0,0.604,19,7,3.117,37.3,0.962916,0.999242,7.8856,4.6561
366.1,101325.0,0.4671,18,11,1.719,33.2,0.699052,0.999597,5.8043,5.8421
345.5,101325.0,0.2222,19,11,3.699,68.6,0.706002,0.999246,4.7106,5.224
374.1,101325.0,0.2966,11,6,1.616,33.7,0.437666,0.980927,5.7075,4.553
353.0,101325.0,0.3472,14,5,1.68,39.9,0.57461,0.995339,5.2291,5.5308
359.5,101325.0,0.7926,19,12,1.883,32.3,0.996357,0.634469,5.9205,4.149
345.3,101325.0,0.396,11,6,1.972,56.2,0.81737,0.932396,4.0852,4.4922
375.9,101325.0,0.4362,17,5,2.058,68.1,0.812535,0.740086,3.0639,0.237
377.6,101325.0,0.7545,16,5,3.362,53.5,0.997926,0.457076,6.1506,2.8332
354.7,101325.0,0.3137,15,7,3.095,44.3,0.562255,0.998816,7.4153,7.7113
367.7,101325.0,0.5661,10,3,3.179,67.2,0.990883,0.641234,4.1628,1.9513
375.6,101325.0,0.4364,12,4,2.344,63.3,0.839,0.79702,3.8374,0.5486
347.5,101325.0,0.4435,14,6,3.041,67.6,0.992351,0.819557,3.975,4.3166
364.4,101325.0,0.2019,16,10,3.842,50.0,0.403445,0.999644,7.9887,8.1883
343.2,101325.0,0.5537,16,9,2.576,69.2,0.994141,0.642334,3.3426,3.6713
377.1,101325.0,0.2721,18,8,3.213,40.0,0.453386,0.999828,8.3072,5.6142
349.0,101325.0,0.6481,16,9,3.908,39.1,0.998814,0.898199,9.0619,9.2912
343.4,101325.0,0.2583,16,5,3.304,46.0,0.477943,0.999542,7.6211,8.1241
345.5,101325.0,0.3338,10,5,1.622,57.4,0.670741,0.916263,3.5833,4.0099
348.7,101325.0,0.2202,17,10,3.352,63.9,0.607915,0.998836,5.0806,5.5378
382.8,101325.0,0.2261,14,5,2.768,42.3,0.389677,0.99703,7.1815,3.8148
372.7,101325.0,0.6702,12,7,3.109,60.3,0.994782,0.543496,4.95,1.6856
370.3,101325.0,0.7281,15,8,2.648,42.4,0.996144,0.636034,6.3742,3.148
352.9,101325.0,0.7035,16,9,3.649,61.0,0.998701,0.485235,5.4971,5.6073
346.1,101325.0,0.2544,16,6,2.151,69.6,0.788589,0.978924,3.0204,3.5055
368.8,101325.0,0.3517,17,6,2.928,35.4,0.544303,0.999772,8.2656,8.3087
364.2,101325.0,0.2122,17,10,3.631,48.9,0.415069,0.999796,7.8017,7.9984
350.2,101325.0,0.779,12,5,3.378,63.1,0.998942,0.349619,4.8976,5.0119
359.0,101325.0,0.5383,18,11,1.808,48.4,0.98452,0.937355,4.4063,4.5445
376.1,101325.0,0.7102,15,5,2.299,66.6,0.989116,0.429677,3.3476,0.0403
350.4,101325.0,0.3804,19,6,2.752,47.0,0.717546,0.999783,6.3381,6.6764
340.1,101325.0,0.7871,12,3,1.955,54.6,0.997299,0.38768,4.0687,4.3244
383.0,101325.0,0.2065,17,7,2.035,64.2,0.414919,0.909721,3.5821,0.2106
358.1,101325.0,0.6586,10,5,2.337,65.5,0.994354,0.518247,3.4937,3.546
373.5,101325.0,0.701,12,4,3.795,34.5,0.996734,0.860532,9.5262,6.2818
346.2,101325.0,0.7838,12,7,3.21,44.0,0.998978,0.490063,7.1474,7.3234
350.1,101325.0,0.4222,16,10,3.852,48.0,0.811016,0.999013,7.9264,8.2547
352.2,101325.0,0.3127,11,5,2.69,68.4,0.844408,0.932943,3.6426,3.9921
356.3,101325.0,0.2312,17,10,2.007,52.6,0.486627,0.998975,4.6699,4.9885
343.0,101325.0,0.5213,14,4,1.807,36.7,0.81877,0.99177,5.5749,5.9507
344.3,101325.0,0.4171,13,7,2.969,64.0,0.986564,0.903242,4.3433,4.7621
343.5,101325.0,0.4592,18,6,3.265,62.5,0.995133,0.862331,4.8528,5.2546
381.0,101325.0,0.2127,11,4,2.591,64.1,0.47874,0.936299,4.2269,0.8863
382.9,101325.0,0.6734,12,3,3.741,48.5,0.997253,0.670485,7.4049,4.0329
341.5,101325.0,0.4113,19,11,2.765,68.2,0.989373,0.858257,3.6372,4.0927
363.8,101325.0,0.2398,15,6,2.124,57.5,0.557795,0.995239,4.3185,4.5149
378.5,101325.0,0.7402,11,6,1.536,38.0,0.973174,0.639915,4.793,1.473
364.1,101325.0,0.5001,18,11,3.603,31.1,0.725786,0.999891,10.0964,10.1505
350.1,101325.0,0.6358,17,7,2.586,55.1,0.996654,0.658253,4.8838,5.0765
367.9,101325.0,0.6106,17,10,2.942,41.6,0.994116,0.927801,6.9866,4.051
381.7,101325.0,0.5873,13,8,1.553,69.9,0.930003,0.560273,2.363,1.0149
382.9,101325.0,0.5002,12,7,3.37,31.7,0.727257,0.989009,9.4998,6.1299
378.8,101325.0,0.2492,18,6,3.876,39.5,0.411834,0.999897,9.728,6.4099
361.0,101325.0,0.6656,20,7,2.783,34.9,0.997816,0.954131,7.468,7.2096
360.6,101325.0,0.3941,19,9,3.404,45.1,0.717752,0.999878,7.706,7.8763
341.6,101325.0,0.6659,12,4,3.074,65.5,0.997658,0.508843,4.2623,4.5531
371.3,101325.0,0.541,12,5,2.806,36.0,0.832427,0.97709,7.625,4.4043
366.3,101325.0,0.4535,13,5,2.95,50.0,0.89175,0.984742,6.1176,6.1824
359.9,101325.0,0.2666,18,6,1.599,32.4,0.394308,0.999851,5.8014,6.0283
349.6,101325.0,0.7737,18,11,2.354,30.8,0.998386,0.731115,7.0373,7.1825
350.5,101325.0,0.7344,14,6,2.578,31.7,0.997974,0.833533,7.4103,7.5685
343.4,101325.0,0.524,11,4,3.021,43.7,0.899144,0.959302,7.0026,7.3772
365.5,101325.0,0.4243,10,5,3.717,48.0,0.775869,0.956565,7.7496,7.8254
355.2,101325.0,0.2528,13,5,3.907,60.8,0.635154,0.993717,6.1996,6.5332
363.6,101325.0,0.4994,13,8,1.528,50.4,0.927199,0.921605,3.8579,3.9354
351.6,101325.0,0.5125,11,5,2.943,49.3,0.950047,0.937446,6.1229,6.3835
366.0,101325.0,0.6276,14,8,2.544,44.7,0.99258,0.823929,5.9498,3.6343
382.4,101325.0,0.4465,16,6,3.668,37.4,0.712736,0.999123,9.3203,5.961
373.4,101325.0,0.3707,17,11,2.011,54.1,0.773605,0.971136,4.3681,2.3351
381.9,101325.0,0.718,17,5,1.778,30.7,0.983514,0.881332,5.8558,2.515
347.0,101325.0,0.7367,12,4,3.176,54.1,0.998579,0.485486,5.8115,5.9945
379.8,101325.0,0.502,16,10,3.429,31.9,0.736787,0.99922,9.5864,6.2565
356.4,101325.0,0.2703,19,6,1.55,57.9,0.638567,0.997471,3.4586,3.7628
359.1,101325.0,0.2286,14,5,2.442,52.6,0.478385,0.996491,5.3496,5.6236
383.8,101325.0,0.5974,10,6,1.525,56.3,0.882403,0.62382,3.4238,0.0249
363.7,101325.0,0.2735,16,5,3.683,32.0,0.402115,0.999807,10.509,10.6701
358.1,101325.0,0.2283,18,7,2.787,54.7,0.503526,0.999629,5.6115,5.9045
343.2,101325.0,0.5898,11,3,1.906,40.2,0.930078,0.916375,5.3437,5.6825
340.2,101325.0,0.3372,12,4,2.713,58.9,0.783577,0.974276,4.8156,5.3397
384.6,101325.0,0.7639,19,8,2.436,57.4,0.994848,0.4075,4.4415,1.0423
365.3,101325.0,0.6958,19,12,2.376,53.3,0.992263,0.563952,4.7866,1.7365
